"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","change"
-3.96765693921305,7.57459625945443,-10.2915136983338,5.68133360054477e-17,4.93115055076849e-14,28.1455823898203,"Tmem176b","Higher in Adult_Reinfected"
-4.60518591635084,9.04452747879774,-10.2762990118636,6.11396503768358e-17,5.02368284442953e-14,28.0741086766655,"Bgn","Higher in Adult_Reinfected"
-4.10260421478021,7.69494931354605,-10.2703738725803,6.29124235389161e-17,5.02368284442953e-14,28.0462714207634,"Pfn1","Higher in Adult_Reinfected"
-3.81541670459879,7.29713933867863,-10.1951470375141,9.04468111362865e-17,6.94457573351418e-14,27.6927087380028,"Clic1","Higher in Adult_Reinfected"
-3.98755167762376,8.00074384175081,-10.1556643756235,1.09440171833891e-16,8.09168203822207e-14,27.50704582503,"S100a11","Higher in Adult_Reinfected"
-4.31369741395861,8.56739455684119,-10.13925376571,1.18465595438286e-16,8.4461738633375e-14,27.4298581034134,"Lamp1","Higher in Adult_Reinfected"
-3.99870938156717,6.95890466687768,-10.0564078838176,1.76764068406448e-16,1.21680727503377e-13,27.0400318548882,"Ctsh","Higher in Adult_Reinfected"
-3.82052673396154,7.94554954507988,-9.97192849683427,2.65901475950195e-16,1.74891206250088e-13,26.6422661400612,"Calr","Higher in Adult_Reinfected"
-3.64756637957249,7.70851877494902,-9.96755480064293,2.71583799717114e-16,1.74891206250088e-13,26.6216664233108,"Eif4a1","Higher in Adult_Reinfected"
-4.2535090652278,9.12344687125836,-9.90570698899848,3.66256397648518e-16,1.92895139894239e-13,26.3303055577807,"Eef2","Higher in Adult_Reinfected"
-3.81387278336356,7.5018191721071,-9.91497583295048,3.50201259297365e-16,1.92895139894239e-13,26.3739777612949,"Grn","Higher in Adult_Reinfected"
-3.89153968318975,7.28216624666433,-9.93758956477226,3.13924895564543e-16,1.92895139894239e-13,26.4805167106383,"Iqgap1","Higher in Adult_Reinfected"
-3.61205489853118,7.44900210010066,-9.90883513695812,3.60757200873563e-16,1.92895139894239e-13,26.3450447962091,"Mcl1","Higher in Adult_Reinfected"
-3.98392878060886,9.30210085376062,-9.91957193098871,3.42503326781907e-16,1.92895139894239e-13,26.3956323601642,"Myl6","Higher in Adult_Reinfected"
-3.99738831919661,8.00051902839665,-9.90518619752093,3.671800488895e-16,1.92895139894239e-13,26.327851659896,"Rhoa","Higher in Adult_Reinfected"
-3.92857684729082,7.25808169080356,-9.90567864692629,3.66306603913022e-16,1.92895139894239e-13,26.3301720140321,"Rps3","Higher in Adult_Reinfected"
-3.79557682920062,7.74695374431473,-9.87229476166091,4.30496143758715e-16,2.11239292682575e-13,26.1728561712645,"Gnb2","Higher in Adult_Reinfected"
-4.27683039167829,8.5684630708081,-9.88101940145703,4.1270675545684e-16,2.11239292682575e-13,26.2139725474813,"H4c17","Higher in Adult_Reinfected"
-4.26232158597069,7.99307181887817,-9.87069366072435,4.33843159844992e-16,2.11239292682575e-13,26.1653104794612,"Hnrnpa2b1","Higher in Adult_Reinfected"
-3.54677956417216,7.38593256340934,-9.85813434196628,4.61017563484242e-16,2.19126038567522e-13,26.1061183372174,"Arpc5","Higher in Adult_Reinfected"
-4.4683709065173,8.31096220329073,-9.84217156032578,4.98028853455522e-16,2.31212790733316e-13,26.0308796156812,"H3c1","Higher in Adult_Reinfected"
-4.15501362646224,9.76569985528811,-9.82183528535786,5.49520170437421e-16,2.49319799146415e-13,25.9350174397429,"Igfbp7","Higher in Adult_Reinfected"
-3.7316485152889,8.10679724387161,-9.81633512093448,5.643400415505e-16,2.50353783321614e-13,25.9090887018386,"Calm2","Higher in Adult_Reinfected"
-3.87912297720857,7.99773190407404,-9.77365109369352,6.93809136673498e-16,2.94691740327937e-13,25.7078441017905,"Atp5a1","Higher in Adult_Reinfected"
-4.5209441025872,8.55208142712048,-9.77606723080832,6.85744217317762e-16,2.94691740327937e-13,25.7192367172542,"Fn1","Higher in Adult_Reinfected"
-3.51223872922608,6.74689079072385,-9.7619042810234,7.34392665331822e-16,3.05430849542066e-13,25.6524534534904,"C1qa","Higher in Adult_Reinfected"
-3.95536786299102,7.76734186668108,-9.73951432757771,8.18443056116079e-16,3.33440382229496e-13,25.5468680961075,"Arhgdia","Higher in Adult_Reinfected"
-3.95783709323291,7.78475154031145,-9.72981862258643,8.57765390795034e-16,3.35756284243946e-13,25.5011423430928,"Anxa5","Higher in Adult_Reinfected"
-3.7771808955572,9.26966675348351,-9.73179845703743,8.49585154045149e-16,3.35756284243946e-13,25.510479563683,"Ptma","Higher in Adult_Reinfected"
-3.81186817502563,7.76707928521291,-9.71097061142609,9.39698254969451e-16,3.6075377430683e-13,25.4122481415801,"Rps21","Higher in Adult_Reinfected"
-3.65103089422642,7.8603025683705,-9.68746333238596,1.05294570492574e-15,3.91246327454439e-13,25.3013695314257,"Rps14","Higher in Adult_Reinfected"
-4.29001638992081,7.42502259598796,-9.68641103625842,1.05832298164303e-15,3.91246327454439e-13,25.2964058454157,"Atp5b","Higher in Adult_Reinfected"
-3.80187586352653,7.71028572161307,-9.67610130768066,1.11248157361723e-15,3.96579815252157e-13,25.2477737560239,"Capns1","Higher in Adult_Reinfected"
-4.0317606916984,8.72525048708313,-9.67736381512048,1.10570319360734e-15,3.96579815252157e-13,25.253729239587,"Itm2b","Higher in Adult_Reinfected"
-3.56401735540281,8.02353283630636,-9.63612938511668,1.35000009282967e-15,4.72807927248399e-13,25.0592048160023,"Tmem176a","Higher in Adult_Reinfected"
-3.82810883604478,7.73280653020953,-9.60706663576646,1.5539745058091e-15,5.34861949301155e-13,24.9220845608567,"Atp5g3","Higher in Adult_Reinfected"
-3.51781695230345,6.96589988856868,-9.59065857508992,1.68246838052262e-15,5.62872830027612e-13,24.8446647921081,"Eif3f","Higher in Adult_Reinfected"
-3.79897557518832,7.21201973012825,-9.58952258454966,1.69174822429779e-15,5.62872830027612e-13,24.8393046027244,"Rps25","Higher in Adult_Reinfected"
-4.72505017873895,9.22597764773556,-9.55543489100076,1.99535260562416e-15,6.41421250432114e-13,24.678453790838,"Epas1","Higher in Adult_Reinfected"
-3.0819041972613,6.82260058235168,-9.55246844848054,2.02422174909699e-15,6.41421250432114e-13,24.6644552843745,"Id2","Higher in Adult_Reinfected"
