"feature.feature","feature.group","feature.avgExpr","feature.logFC","feature.statistic","feature.auc","feature.pval","feature.padj","feature.pct_in","feature.pct_out"
"Gpx3","9",0.967340516875014,0.545085933841668,349063183.132812,0.627404101104044,6.09342476885857e-112,3.57361440856e-110,44.9748743718593,18.4452017752444
"Mb","9",1.62094111190747,1.41468942890013,431147213.5,0.774941451864773,0,0,62.3115577889447,9.88123546025015
"Myh6","9",3.88162402882703,3.80527438113061,550823881.5,0.990047587194715,0,0,98.4924623115578,3.52709651389378
"Myl4","9",2.56371367461484,2.30569772779715,501629372,0.901625666741539,0,0,85.427135678392,12.3556755457503
"Myl7","9",3.56332343931079,3.50211941537849,547417979,0.983925838182738,0,0,97.4036850921273,2.77403404554858
"Myl9","9",0.764249494462133,0.588080520645396,358162450.5,0.643759070459387,5.65395643868206e-294,4.33614966874309e-292,37.0184254606365,7.87206737001142
"Ryr2","9",0.858592102938836,0.726342650513758,370776812.5,0.666432050120492,0,0,39.4472361809045,6.51488097792963
"Sorbs1","9",0.870502447823861,0.443032356481768,338681774.800781,0.608744619160702,7.81755858281025e-79,3.54277541230083e-77,42.4623115577889,19.4366946802757
"Tcap","9",2.70083793337912,2.59382692902018,515132227.5,0.92589561936525,0,0,87.3534338358459,4.80187310607686
"Tnnc1","9",1.80025080531063,1.55004085760988,445165533.5,0.800137897332476,0,0,68.1742043551089,11.7813822527062
"Tpi1","9",0.895462093836211,0.435194669924021,336645394.179688,0.605084440674915,1.83053241764302e-70,7.30016328156035e-69,42.7973199329983,20.6312075610991
"Tpm1","9",3.46410138583104,2.85861923371749,521915088.507812,0.938087093628811,0,0,94.0536013400335,25.5109836811428
"Tpm2","9",0.779320825170767,0.538501957926778,348368769.5,0.626155966146988,2.6393073341239e-178,1.87956386580109e-176,36.0134003350084,10.3306264003228
"Ttn","9",1.23378215007827,1.17077443892773,411839383,0.740237671505007,0,0,50.5862646566164,2.99593960048416
